question,answer1,answer2,spread,rewards_daily_rate,gm_reward_per_100,sm_reward_per_100,bid_reward_per_100,ask_reward_per_100,volatility_sum,volatilty/reward,min_size,1_hour,3_hour,6_hour,12_hour,24_hour,7_day,30_day,best_bid,best_ask,volatility_price,max_spread,tick_size,neg_risk,market_slug,token1,token2,condition_id
Will the highest temperature in London be 72°F or higher on October 6?,Yes,No,0.022000000000000002,10,0.99,1.11,1.62,0.6,292.57,0.0,50,0.0,0.0,68.64,98.42,110.03,91.27,91.27,0.007,0.029,0.02,3.5,0.001,True,will-the-highest-temperature-in-london-be-72f-or-higher-on-october-6,36593559368325992770227360807204026024241677423845583482730774372659797093620,92268432547364449608311093564516449424497768019528662633211329317113718825627,0xf4746ce5424072fd17a49a7aa34f16ff88a30743c569e1ab5125445dfffdb32e
Will Abbott Laboratories (ABT) beat quarterly earnings?,Yes,No,0.020000000000000018,10,0.98,0.99,0.89,1.08,8.370000000000001,0.12,200,0.0,0.0,1.16,0.82,0.59,3.98,3.8,0.84,0.86,0.85,3.5,0.01,False,abt-quarterly-earnings-nongaap-eps-2025-10-15-1pt30,47270771787744966653936831905158750081672310806861320596855213870700144844034,75836659378362490075179457411454812292373357534961472052245978502479586215897,0x3df6317f9955a852b02f1fd386c91ea67cf793360acbca25629b226393ddf497
Will Mikie Sherrill win by 3-6%?,Yes,No,0.009999999999999981,10,0.98,1.0,0.8,1.19,21.55,0.05,100,0.0,0.0,0.0,0.0,2.86,7.73,12.51,0.17,0.18,0.18,4.5,0.01,True,will-mikie-sherrill-win-by-3-6,66539976035442298662477739641845435594456522404651445335477885659596484046539,54125541834109930131304819830169604749528603522705104904639907959736861901518,0x96d3a91aa1c3d07fc505a5142f52f50f4759e7dd2ea7ed79babe87b224ec188c
Will Mike Bloomberg endorse Cuomo?,Yes,No,0.06,3,0.98,0.99,0.91,1.06,46.989999999999995,0.02,100,0.0,4.14,11.74,8.3,9.41,18.79,18.79,0.45,0.51,0.48,3.5,0.01,False,will-mike-bloomberg-endorse-cuomo,70378947921272884128622138313177505781398778525570060870314530868044559657950,111160505396123979265019902417986705286642747595317768073830598907024340564274,0x7baa6823bf92bbd3ad034b6ee43cd58fbee98e5971ac7410c21a4acaa171583b
Will One Battle After Another win Best Cinematography at the 98th Academy Awards?,Yes,No,0.019999999999999907,5,0.98,0.99,1.12,0.85,21.54,0.05,50,0.0,0.0,0.0,0.0,0.0,10.77,10.77,0.55,0.57,0.56,4.5,0.01,True,will-one-battle-after-another-win-best-cinematography-at-the-98th-academy-awards,62441115805494559525017190363019355430536480841874148392512846427756976125489,102748301085702383063938000129249534393435822349644450614406257483208522177828,0x8cbdce3051fb67c33858b5a2e35a67f74c68e5f7c5f405232c13ddd538c02745
Will Trump’s approval rating be between 43.0% and 43.4% on October 10?,Yes,No,0.02999999999999997,5,0.97,0.98,1.13,0.84,46.14,0.02,50,6.41,8.12,5.74,4.06,4.78,20.68,20.68,0.34,0.37,0.36,4.5,0.01,True,will-trumps-approval-rating-be-between-43pt0-and-43pt4-on-october-10,87369915278662812081393449495723979232830153073817892556809033445549897607939,90901268576940335352727799906616479173339914845703012384447694715908499243385,0x0228c334b70792abe9e3c0f8dddf34b8a371837d830c2278c518338c6d4cde13
"U.S. agrees to a new trade deal with ""European Union""?",Yes,No,0.010000000000000009,5,0.97,0.98,0.82,1.14,3.86,0.25,200,0.0,0.0,0.0,0.0,0.0,0.0,7.06,0.06,0.07,0.06,3.5,0.01,False,us-agrees-to-a-new-trade-deal-with-european-union,65492287616821734888206674810623561566006459598018731369001386552250476952145,42257992089870024110611769160359175572366367090966731303204976993497303795765,0x661bd338d7caca6d0701360c27d4b43c832eba3856a8006640815273f1257140
Will Mikie Sherrill win by 6-9%?,Yes,No,0.010000000000000009,10,0.97,1.11,1.65,0.57,19.049999999999997,0.05,100,0.0,0.0,0.0,0.0,0.0,5.85,14.75,0.15,0.16,0.16,4.5,0.01,True,will-mikie-sherrill-win-by-6-9,13952964960794063989326274285365197639880883339042305543335886465619908439365,76330147105476954604260881244365226350599167773751172818819161151633661830372,0x69b604e3d43293ee5aedc9fa00c8d8380cb7e5a71ef189503a532f083e2b8081
Will monthly inflation increase by 0.3% in September?,Yes,No,0.020000000000000018,5,0.96,0.97,1.07,0.87,11.629999999999999,0.08,50,0.0,0.0,0.0,0.0,1.96,4.89,10.43,0.25,0.27,0.26,3.5,0.01,True,will-monthly-inflation-increase-by-0pt3-in-september,73889720176226713653112367012574662243838312667803460608042862419975653333210,70402392451635748943174447716887437074709989210140850162024402421191014015873,0xa6e9c3e84b978ac22266b9596c9fe5e6b1a14fce57ef521acfa8bcbf09c46d65
Will a new country join the Abraham Accords in 2025?,Yes,No,0.01999999999999999,5,0.96,0.96,0.97,0.95,33.62,0.03,100,0.0,12.96,9.16,7.92,11.01,10.68,10.67,0.14,0.16,0.15,3.5,0.01,False,will-a-new-country-join-the-abraham-accords-in-2025,81465430181684338765245617935977190200188433935837306908895575671789032992104,66963715019439250145157223593943508177990691190290570349039152200411105561505,0x9778aa7639001067d7ddfc3212a678c764352b3ade5a6130100468ecaa46abef
Will Sean Bean be nominated for Best Supporting Actor at the 98th Academy Awards?,Yes,No,0.03,4,0.95,0.95,0.91,0.99,21.92,0.04,100,0.0,0.0,0.0,0.0,0.0,3.58,18.34,0.07,0.1,0.08,4.5,0.01,False,will-sean-bean-be-nominated-for-best-supporting-actor-at-the-98th-academy-awards,58598577732780392037683582067339186249268371169969554635810928308810675055728,8090986815021834804262453509495132279133719835954681032236760814603411133673,0xacfbed2342899f85360bf4bb26a003c73f1903894586f059a260b99106c3ac9a
Will Elle Fanning be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,0.05999999999999994,3,0.95,0.96,0.92,0.99,60.019999999999996,0.02,50,0.0,0.0,1.69,1.21,1.9,29.06,29.06,0.56,0.62,0.59,4.5,0.01,False,will-elle-fanning-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,87168842330241527937155415633148713398668684187096546562165925580727067513267,28561092895960477056992601193108238696302812106294204102307393330784552886042,0x14eab19f30abf462cc63a0abe7caa3437851ff13c3dfdf1f17106e2234fa001e
Will monthly inflation increase by 0.5% or more in September?,Yes,No,0.01999999999999999,5,0.94,0.94,0.93,0.95,17.119999999999997,0.05,50,0.0,0.0,0.0,0.0,0.0,9.27,18.01,0.17,0.19,0.18,3.5,0.01,True,will-monthly-inflation-increase-by-0pt5-or-more-in-september,19656467842077411787418897356418409500007940420813386102306727810569846912627,33676107157656843929798333745929733449749045963750835976513571350337786785251,0x6ef075c9da61c78ca84b708fe7f34aa14ec761319324db64dcf788dadf42445e
Will Frankenstein win Best Makeup and Hairstyling at the 98th Academy Awards?,Yes,No,0.03999999999999998,5,0.94,0.94,0.86,1.03,20.66,0.05,50,0.0,0.0,0.0,0.0,0.0,10.33,10.33,0.43,0.47,0.45,4.5,0.01,True,will-frankenstein-win-best-makeup-and-hairstyling-at-the-98th-academy-awards,55290147205100969701289883080106404463221750726768679222596913778435705670729,68177742671775338392812153646668245818840633143465519511641127741057710846886,0xed99601f88e998732ca60627631718d7417a27765a4cc50fcff03adaeba1494f
Will Trump attend the 2025 MLB World Series Finals?,Yes,No,0.02999999999999997,5,0.94,0.94,0.88,1.01,22.79,0.04,100,0.0,0.0,0.0,2.83,2.83,9.06,16.1,0.34,0.37,0.36,3.5,0.01,False,will-trump-attend-the-2025-mlb-world-series-finals,61279798314340575304948382563838755771886156703744660396305146182311338401232,69193280844590613527100251926884451690493184410284232169020514620586646108103,0x02ad72cfdbaee34aa80cd6d264bf8b9304e4f349ecbdccb0d13574ea650c475f
Will Frankenstein win Best Production Design at the 98th Academy Awards?,Yes,No,0.019999999999999962,5,0.94,0.94,1.02,0.87,29.92,0.03,50,0.0,0.0,0.0,0.0,0.0,14.96,14.96,0.39,0.41,0.4,4.5,0.01,True,will-frankenstein-win-best-production-design-at-the-98th-academy-awards,1530205004298226087006929111227812862292089818938165202645531346934112949540,70927559079831820934440414350793149235982422691857734640528013293571151312956,0x6083fe03ca1d8a2b16f352c8f3460762ea8c58220975bcdb144a5c33e8f77cf9
"Will Trump say ""N Word"" in October?",Yes,No,0.020000000000000018,5,0.94,0.94,0.89,0.99,114.9,0.01,20,0.0,28.63,23.68,23.28,35.88,39.51,39.51,0.3,0.32,0.31,5.5,0.01,False,will-trump-say-n-word-in-october,76584126444111636781760730001391967953346846942884421337432299216119077784797,113058653711702435828717872417809323324935960996056441254409374441126424556553,0xa95f0f8da7e5ebdcb93b6be736f0c6d0d8de130997301321994e665882b61bed
Will Cameron Barnes win Big Brother UK Series 22?,Yes,No,0.021000000000000005,20,0.93,0.93,0.89,0.97,308.97,0.0,20,0.0,12.02,8.62,18.03,92.77,108.1,108.1,0.109,0.13,0.12,4.5,0.001,True,will-cameron-barnes-win-big-brother-uk-series-22,69377751090589106179993707059930263041797879561110650061483215644429043532595,55927473467137506986659807865041215017453638963035743862921706876200739248819,0x99f2064f062909f95fd44c8d5b24098f8286e1abb95f010d495a3c12555480dc
Han Duck-soo in jail by December 31?,Yes,No,0.039999999999999994,3,0.93,0.93,0.89,0.97,148.31,0.01,200,0.0,0.0,0.0,0.0,4.77,71.77,71.77,0.08,0.12,0.1,3.5,0.01,False,han-duck-soo-in-jail-by-december-31,110776504297189714536048832403611335079384643034625583463012384270584207258110,1530485378996827987344596851399746506361028395927897976000042643078328638971,0xe52911e9cebf6fbdaf786af2db6a33a4c1558d5303b0ea28262fcced1a0d7abe
Israel x Hamas ceasefire before 2026?,Yes,No,0.0020000000000000018,50,0.92,0.96,0.67,1.25,22.42,0.04,200,5.73,3.36,2.39,3.37,4.48,9.66,7.64,0.723,0.725,0.72,3.5,0.001,False,israel-x-hamas-ceasefire-before-2026,30970983861359869193459616615999746460572744520905006545629816054794875558355,9022242446965460992675148513465279956952237358463225683411818753752794850571,0xc2e5f441b24c3bde052635a5ca1d10a7fa8740e4efb8df6b815276e887aa979d
Will Donald Trump visit Israel in 2025?,Yes,No,0.03999999999999998,3,0.92,0.92,0.91,0.93,34.510000000000005,0.03,50,7.01,13.27,15.71,17.32,12.8,11.72,13.18,0.31,0.35,0.32,3.5,0.01,False,which-countries-will-donald-trump-visit-in-2025-will-donald-trump-visit-israel-in-2025,4621673823224243647421573619084256895915888314740571682610340132344793197576,16150801350673542874263886215391843385400247288955196222888798080215981201844,0xf29206e094291d7886156a5be3f29e0a078e324f20e5c9ed930d540bdc713bad
Will Trump send the national guard to New York City by December 31?,Yes,No,0.030000000000000027,4,0.92,0.92,1.0,0.85,49.67,0.02,50,0.0,0.0,0.0,0.0,5.57,22.05,22.05,0.25,0.28,0.26,4.5,0.01,False,will-trump-send-the-national-guard-to-new-york-city-by-december-31,6527736400071571145903807983277714590043627994925909963236733230135051508689,34179431846935924183550748232468243038903291530112405021309259334749060912511,0xa34b5d2f67b52558a1abd70ce12f657c28d00639e5cdd24c6e63cf7a82e07a36
Will Bill Gates be named in the Epstein survivors' list?,Yes,No,0.04000000000000001,3,0.92,0.92,0.91,0.94,29.33,0.03,20,0.0,8.92,6.39,4.55,13.74,7.94,11.32,0.13,0.17,0.15,4.5,0.01,False,will-bill-gates-be-named-in-the-epstein-survivors-list,45275899237062136170739653919144589855877004446418055243341443447458398018033,113019348686543458737692753450935501724357471417731849276154754569308207755768,0x13753fca827580bee7a083730bf7f42215e55667a5a448d842d453f847c631dd
Netanyahu out by 2025?,Yes,No,0.03,5,0.92,0.93,0.79,1.07,34.72,0.03,200,0.0,0.0,0.0,15.48,13.39,9.47,9.57,0.05,0.08,0.06,3.5,0.01,False,netanyahu-out-in-2025-492,82262334590322112030479175248768626867077550633396243763664995176806543239207,45722115916732810898219488036693645243339896695711013827089932274679164666342,0x641c8b680947405e097da700c54f344556bb59e2093acdf1576c1c68e795bddf
Will Bugonia be nominated for Best Picture at the 98th Academy Awards?,Yes,No,0.030000000000000027,4,0.92,0.92,0.84,1.0,28.84,0.03,100,0.0,0.0,0.0,0.0,7.06,2.89,18.89,0.48,0.51,0.5,4.5,0.01,False,will-bugonia-be-nominated-for-best-picture-at-the-98th-academy-awards,72852365256184357175000413540003462679778541443285533533592690751897637878988,47971263820124165661582476693485261554582294313581950195269099493635870177372,0x44ffe076ca9613aacdf347388296388c56c03465152de4837492092e7bd40d95
Will turnout be at least 81% in the Netherlands Parliamentary Election 2025?,Yes,No,0.010000000000000009,5,0.92,0.93,0.83,1.03,59.040000000000006,0.02,100,0.0,0.0,28.49,20.28,23.94,17.55,17.55,0.06,0.07,0.06,4.5,0.01,True,will-turnout-be-at-least-78-in-the-netherlands-parliamentary-election-2025-892,56659809124735932437169605382590170162575955131889873119143476357529819293750,26397725344059065393125166214357794500077070157952233574832819340681613585362,0xb5663b6744a6a2a3047edd5c08bd2f5b281cb8b0897bdba1228948a90394f84a
South Park: JD Vance becomes President?,Yes,No,0.020000000000000018,5,0.92,0.92,0.94,0.91,9.42,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,9.42,0.12,0.14,0.13,3.5,0.01,False,south-park-jd-vance-become-president,83895630680850992713732937473803139291965398431356741596441806156082080938923,104505015361399436718563888397017619850543262927654135721053526231893091105958,0xb19808f24ff6c93669d7c28c11352bb969c6feae8bc721dfa00bf3c638d41887
Will Stephen Hawking be named in newly released Epstein files?,Yes,No,0.009999999999999981,5,0.91,0.92,0.82,1.02,13.73,0.07,50,0.0,0.0,0.0,0.0,0.0,7.76,4.85,0.17,0.18,0.18,5.5,0.01,False,will-stephen-hawking-be-named-in-newly-released-epstein-files,19193974280666477589624859892266573883500010098975777243947176478714981192915,111988243883213721315313776748233636108322670435723521385665315421458126328241,0x09a23aa4ec92b93c09f45c55f9f5022b1d14e5f8690651460d4862f1762b0727
Syria strikes Israel by December 31?,Yes,No,0.01999999999999999,5,0.91,0.91,0.83,0.99,5.12,0.18,200,0.0,0.0,0.0,0.0,0.0,3.0,3.45,0.07,0.09,0.08,3.5,0.01,False,syria-strikes-israel-by-december-31,1905749976510990775547212645428605469772961800254132959155347061843868560376,70680284822247582236095242306851514587054922690818006748373364361078484942941,0x191323d36ce7e37b3b260380eb2208bdd37f891b331b98048a80d312bd4dcf5c
Will The Testament of Ann Lee be nominated for Best Picture at the 98th Academy Awards?,Yes,No,0.03,4,0.91,0.91,0.91,0.91,33.75,0.03,100,0.0,0.0,10.43,7.43,7.53,8.67,17.55,0.17,0.2,0.18,4.5,0.01,False,will-the-testament-of-ann-lee-be-nominated-for-best-picture-at-the-98th-academy-awards,58501980724871804672168850930960726880880803811863641552422133632846555529702,24866854614118740281794674953544543272856620763127255959661237445456029207197,0xf8c522fbbec7e7a01d40bb179ac3401170dec03aafb466e979711c8888fb7973
Will Sentimental Value win Best Original Screenplay at the 98th Academy Awards?,Yes,No,0.030000000000000027,5,0.91,0.92,1.02,0.81,8.1,0.11,50,0.0,0.0,0.0,0.0,0.0,4.05,4.05,0.42,0.45,0.44,4.5,0.01,True,will-sentimental-value-win-best-original-screenplay-at-the-98th-academy-awards,30476697811633802974247041377294063298426690258762441493799507947314360002930,29722070941586630516953140296816588815769036717737681389688094397211835797057,0x06c4d9758efa3f60130856d5de044d3dded03ffeed7d8d8293d3a1074d483efa
Megaquake by October 31?,Yes,No,0.010000000000000002,5,0.9,0.94,0.68,1.2,53.489999999999995,0.02,100,0.0,0.0,0.0,15.73,14.37,19.56,19.56,0.04,0.05,0.04,3.5,0.01,False,megaquake-by-october-31,42515650866643838560534846992983110893526746274326050225159213089891875707531,22406616615468810953040370377014004798310670449382963873583572779351072162660,0xd7b3d8208fa984f488b6b47d2c9f2a2020ee1f5d4bf3542ca3f48d78c2a1e380
"Will Trump say ""Little Rocket Man"" in October?",Yes,No,0.020000000000000018,5,0.9,0.9,0.84,0.97,105.78999999999999,0.01,20,0.0,0.0,17.31,21.01,26.85,39.47,39.47,0.31,0.33,0.32,5.5,0.01,False,will-trump-say-little-rocket-man-in-october,1165732626540369731980018438252036682354644534102854547130660512441687014139,88220359819123639797141324350196490369269883253840519439816761086320328918021,0xadf3a5553f6a639e30adb7f6b106e8dbf793d38a5f2a1e124a669b66fff55dfd
Will Hamnet win Best Picture at the 98th Academy Awards?,Yes,No,0.010000000000000009,10,0.9,0.92,0.71,1.14,16.72,0.05,200,0.0,0.0,0.0,0.0,0.0,2.0,14.72,0.18,0.19,0.18,3.5,0.01,True,will-hamnet-win-best-picture-at-the-98th-academy-awards,17781966920345001333694873962725544399622962807536262226327461471000709887625,69810463519685390977705287406030999283280450973077240059184219530164978871715,0xd405c18b0df642e7f06aadf359183cb8208c1ff6b3a3bca3f8206dca2eb9532e
Will Wake Up Dead Man: A Knives Out Mystery be nominated for Best Picture at the 98th Academy Awards?,Yes,No,0.03,4,0.89,0.9,0.89,0.9,34.410000000000004,0.03,100,0.0,0.0,0.0,0.0,0.0,4.79,29.62,0.08,0.11,0.1,4.5,0.01,False,will-wake-up-dead-man-a-knives-out-mystery-be-nominated-for-best-picture-at-the-98th-academy-awards,108775090810369264975228909609628340062286255798251617138812419038149106935382,115769278184588207941508761436833060302519097237307361516679184090974353653438,0x6da419b44eb861494fc1ccb8cc13aeadd663ff349ed549d1d8420cc410d31589
Will Stokes Twins' next video get between 3–6 million views on day 1?,Yes,No,0.07,2,0.89,0.9,0.89,0.9,87.28,0.01,20,0.0,0.0,0.0,49.49,36.48,27.6,23.2,0.27,0.34,0.3,4.5,0.01,True,will-stokes-twins-next-video-get-between-36-million-views-on-day-1,72631707520788279629407656206797780548176007565652607745435729146993483057624,16692221531082849454718935906270957405666319090899678885836425400721490653512,0x6be0acd7e7a72706e9667fd6b2f7f90a8526c23ceb2135e96bd8e6cad6b8b4f1
Will Stokes Twins' next video get between 9–12 million views on day 1?,Yes,No,0.07,2,0.89,0.9,0.89,0.9,94.0,0.01,20,0.0,0.0,0.0,20.28,32.77,34.33,26.9,0.16,0.23,0.2,4.5,0.01,True,will-stokes-twins-next-video-get-between-912-million-views-on-day-1,99517410218862685398297895612654755830416131974494875337716451662680728036951,41485733052922039870896646335819242293752417170380669814601878652701674379127,0x97990bcb75ad84d3afc870f59fddff9b22db1d81cd202bc3a7fb430ccd549dc2
Current shutdown longest  in U.S. history?,Yes,No,0.010000000000000009,10,0.89,1.11,1.77,0.45,66.84,0.01,200,18.22,11.06,7.93,14.77,12.54,27.15,27.15,0.24,0.25,0.24,3.5,0.01,False,current-shutdown-longest-in-us-history,78691508355780992068126282549196202576337491514195625451037885802091808053529,115464611985681385613397047460311399573726349979908496187306232993334214796843,0x860bf1f8ef6db53cbc9c73f86ef292947f5cf5769827bf1fc0c939be001c19f1
MicroStrategy announces >4000 BTC purchase September 30-October 6?,Yes,No,0.007,5,0.89,1.36,2.39,0.33,,nan,50,,,,,,,,0.001,0.008,0.0,3.5,0.001,False,microstrategy-announces-4000-btc-purchase-september-30-october-6,11483362038383964507320504838371739294278487844693308834199372530156640382431,26796014699551538335072021461831982595922282398584331913565913272024852660655,0xf3824ca3e06b124acb933738603ae5c7f9bea33d36a88b65c556fba84dbc2615
Israel banned from Eurovision 2026 by November 30?,Yes,No,0.01999999999999999,5,0.89,0.9,1.02,0.78,38.8,0.02,200,0.0,0.0,7.93,13.36,13.16,10.66,15.63,0.23,0.25,0.24,3.5,0.01,False,israel-banned-from-eurovision-2026-by-november-30,18748344321345312185094284686661416344128286252473489345973992924747383168294,114342298172570667960915773971696833910621701317017778946415636269861547602200,0xf73171c54722deed1abc6702bda0d440f330586ad0feb21d9951474e3e7245be
Will Trump nominate Christopher Waller as the next Fed chair?,Yes,No,0.01999999999999999,5,0.89,0.94,0.65,1.23,20.64,0.04,100,0.0,5.88,4.21,3.0,10.5,4.95,6.37,0.22,0.24,0.23,3.5,0.01,True,will-trump-nominate-christopher-waller-as-the-next-fed-chair,114421380098084026753773605667430150755820287180340356465450569515479471185603,31167532153450638526564509379216016814499874840833154348394853115050097836415,0x705371444684d676041d1010a94cae3a657340fa4809b4307de3c173a35e0957
Will Russia capture all of Pokrovsk by December 31?,Yes,No,0.010000000000000009,5,0.89,0.9,0.76,1.05,19.060000000000002,0.05,100,0.0,0.0,0.0,0.0,3.36,6.05,16.12,0.19,0.2,0.2,4.5,0.01,False,will-russia-capture-all-of-pokrovsk-by-december-31,104286524703442709338773198910882873014783902175935172593890170790000032325027,106412784708185785094269962077383627852277462859442983862912330059882753123188,0xab03a5adc30a70d64279a1e894b94665583fcec6ef6d6fcfd2d4687968847ef5
Will OpenAI have the top AI model on December 31?,Yes,No,0.03,5,0.89,0.89,0.81,0.97,43.540000000000006,0.02,100,0.0,0.0,0.0,0.0,8.92,16.96,19.02,0.1,0.13,0.12,3.5,0.01,True,will-openai-have-the-top-ai-model-on-december-31,29370433468126418379827896143797575739436853610287532509760876690489490660887,95286602888911342401050506870419045522584469981654993778586844315860386218126,0xad5642932e897c551def57ddc3066bdea2cf0eb13fc40979c1043743fceb5c9c
Will Sora by OpenAI be #1 Free App in the US Apple App Store on October 10?,Yes,No,0.020000000000000018,10,0.89,1.0,1.44,0.55,66.74,0.01,100,6.39,5.53,5.4,4.11,5.42,30.66,30.66,0.84,0.86,0.85,4.5,0.01,True,will-sora-by-openai-be-1-free-app-in-the-us-apple-app-store-on-october-10,60178370157730184603492904026445584826982609684544843945135575635912392536800,37859096113043396385561631521568787750793317221090027116741051187579704490086,0x0f98e2047f6a218d0f27984c08ccd6f5ae927f0285e79243bc073a820d2da33d
Will the Milwaukee Brewers lose the World Series?,Yes,No,0.039999999999999994,3,0.88,0.88,0.84,0.93,126.53,0.01,100,0.0,0.0,0.0,0.0,16.83,54.85,54.85,0.05,0.09,0.07,3.5,0.01,True,will-the-milwaukee-brewers-lose-the-world-series,98208420361874936580241263177750475146086326471564978356856893746582607224612,111186365637518175527362568919110558995833384329425975858554635742558295986481,0xd625be343f86368ca16a5faeba8a3db0f829af0721dd9b2558b0c0ab7b5924c8
Will PVV win 33 or more seats in the 2025 Netherlands parliamentary election?,Yes,No,0.040000000000000036,3,0.88,0.88,0.88,0.89,24.43,0.04,50,15.4,14.62,13.1,9.27,6.77,3.39,14.53,0.42,0.46,0.44,4.5,0.01,True,will-pvv-win-33-or-more-seats-in-the-2025-netherlands-parliamentary-election,3983075100288845320395615089677465956244872675864021948016247414814312559152,38173579362706487397171606776675757021511542647188962824496559548322829202341,0x2d09ae9b528352527f0b082fd41200659f405982d4bbd99e77f9bab666619155
Will Rodrigo Paz Pereira win by 5–10%?,Yes,No,0.03999999999999998,3,0.87,0.88,0.85,0.9,91.61999999999999,0.01,100,61.93,39.28,29.14,29.12,45.69,23.99,25.92,0.14,0.18,0.16,3.5,0.01,True,will-rodrigo-paz-pereira-win-by-510,54975726905157328339398957113530346020264698699757920061836519377336580356968,34309545775518072701781745815486340919505922581475415813218988735380032824046,0x0c3b65c7bb09f687af5c85265f49a6aa6fcf8cea3c0406f963eb82a6f58dc41e
Will North and South Korea engage in direct talks in 2025?,Yes,No,0.010000000000000009,5,0.87,0.89,1.07,0.71,17.32,0.05,50,0.0,0.0,0.0,0.0,0.0,7.08,8.37,0.25,0.26,0.26,3.5,0.01,False,will-north-and-south-korea-engage-in-direct-talks-in-2025,115404865965383586664067510113431399382194679387380227693288819136634327072330,84242495797283362555809133180197951214623312264129155908193180570051758010034,0xea50ad381226afed4f2ab3647a26530d69494966b09c3314c7ef1e5d8f1b7ac9
Will Wicked: For Good win Best Costume Design at the 98th Academy Awards?,Yes,No,0.020000000000000018,5,0.87,0.88,0.9,0.85,27.5,0.03,50,5.36,3.25,2.33,1.66,1.18,13.16,13.16,0.42,0.44,0.43,4.5,0.01,True,will-wicked-for-good-win-best-costume-design-at-the-98th-academy-awards,103902113499316054236878785205953606217440054262030529293726164161466716924894,21841385451715661913239295910705700410139478191640310393894313097815885616204,0x24406a0ec82aeac00e05d9d5225acea69b52405001a5e52d67d4350d4783afdc
Will Base launch a token in 2025?,Yes,No,0.010000000000000009,5,0.87,0.9,0.66,1.14,47.28,0.02,50,0.0,25.2,18.06,15.54,17.64,12.89,27.27,0.09,0.1,0.1,3.5,0.01,False,will-base-launch-a-token-in-2025-341,104771646709660831592727707032658923058293444911215259720234012315470229507167,91704486839398022652930625279905848372527977307744447009017770224967808697336,0x03de82c50244e51820f56b682cd2227ce0d35fac94178275811034294a7d1e8b
Will Yoon be sentenced to prison in 2025?,Yes,No,0.01999999999999999,5,0.87,0.9,0.67,1.12,11.82,0.07,100,0.0,0.0,6.0,4.27,3.03,3.58,5.8,0.16,0.18,0.17,3.5,0.01,False,will-yoon-be-sentenced-to-prison-in-2025,16432805935886177971462852162961613428051010272544890398035547420151849975059,53893238631397381727265276236818407733305133733829231919488425405072432726072,0x4bcdc5f24786e4ea5279a4f859d8879cc08b98cfaa2924862947c65db0f010ae
Will Emily Blunt be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,0.04999999999999999,3,0.87,0.88,0.76,1.0,146.13000000000002,0.01,50,0.0,222.19,157.15,111.14,78.59,33.77,33.77,0.27,0.32,0.3,4.5,0.01,False,will-emily-blunt-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,105164497176499553587326345655258623675003333242452286121490776591201540461135,12178696923550160943928298662208769836488036605307758125313058228355770850593,0x6b97c3859d94f168384d7de5380abf06764ac41d3c53f5acbc75cd6d97cb774f
Will the highest temperature in London be 59°F or below on October 7?,Yes,No,0.005000000000000001,10,0.87,0.96,1.34,0.57,,nan,50,0.0,139.18,119.99,85.04,,,,0.011,0.016,0.01,3.5,0.001,True,will-the-highest-temperature-in-london-be-59f-or-below-on-october-7,2707518820538490812668545968544831383506101620102153336371792806321948495127,55578809693442514774897606905074031299404081360120225770905445783388039028584,0x9f632f1bd8ae10c141ca5667fd31b5517c54af97123d69b2f112222ca1f8ccb8
Will Stellan Skarsgård win Best Supporting Actor at the 98th Academy Awards?,Yes,No,0.02999999999999997,5,0.87,0.88,0.93,0.82,60.67,0.01,100,0.0,0.0,0.0,0.0,2.41,26.61,31.65,0.28,0.31,0.3,4.5,0.01,True,will-stellan-skarsgrd-win-best-supporting-actor-at-the-98th-academy-awards,58198710311579915535691075580727536486537716969204598157134462435731312061441,106820146733184719100966062623986655992997037363317463528901190592661638187355,0x07baddbeaa7f66706b84f167f835f3cc90782445ff36b2ea736c1c097f6ff537
Will Elon and DOGE cut 100-150k employees in 2025?,Yes,No,0.039999999999999994,3,0.87,0.87,0.81,0.93,36.980000000000004,0.02,50,0.0,0.0,0.0,0.0,9.15,12.67,20.32,0.07,0.11,0.09,3.5,0.01,True,will-elon-and-doge-cut-100-150k-employees-in-2025,114837792876154077827231477812569065441012485093653958610540867103854378322319,44646134933916472790133786216799502042462320991446377481364192021755518063285,0xf3260faa08170da537349f447dc4c19e30c02df0ec5c0d6ef1bbf950453dd0c2
"U.S. agrees to a new trade deal with ""Canada""?",Yes,No,0.020000000000000004,5,0.86,0.86,0.83,0.89,14.93,0.06,50,0.0,0.0,0.0,0.0,5.27,4.68,3.76,0.08,0.1,0.09,3.5,0.01,False,us-agrees-to-a-new-trade-deal-with-canada,87686789199659035990734645216040519787573705636693399875514256836650659126632,32310848727033976455653058267223763714757238322533567736147029940194544526627,0x9143e4e4a449229e3d63711df9ebc06c88993a402cea98cc0542197678250d43
Houthi strike on Israel by October 15?,Yes,No,0.03,3,0.86,0.86,0.83,0.89,74.22,0.01,200,21.86,15.46,13.92,15.32,23.9,27.51,22.81,0.2,0.23,0.22,3.5,0.01,False,houthi-strike-on-israel-by-october-15-318,85216337905659118740912448747192744571688775893349376035483004144247016094991,3464453725162547624273427423657440884690449800523451008426600729575844820678,0x4552e5dfe36bfe8ee768772de8706a9706c9ad2bb75b2e433ba7a8449f928ca3
