question,answer1,answer2,neg_risk,spread,best_bid,best_ask,rewards_daily_rate,bid_reward_per_100,ask_reward_per_100,gm_reward_per_100,sm_reward_per_100,min_size,max_spread,tick_size,market_slug,token1,token2,condition_id
Will 12 or more Fed rate cuts happen in 2026?,Yes,No,True,0.024000000000000007,0.045,0.069,1,0.04,0.05,0.04,0.04,100,4.5,0.001,will-12-or-more-fed-rate-cuts-happen-in-2026,9348234470735473071085620208817441102005165766524508452759679947551704787649,27203305404978223030553317971682713734658336588968050686197281149875057661426,0xffa0accb74987c0dc33a70eb3780c1da160206bcfb3ef5d16c1667bc5c459c78
Will 'Actually Romantic' be the least streamed song on The Life of a Showgirl on Oct 10th?,Yes,No,True,0.001,0.001,0.002,1,0.42,0.07,0.17,0.24,100,4.5,0.001,will-actually-romantic-be-the-least-streamed-song-on-the-life-of-a-showgirl-on-oct-10th,84902679416185259993461053674724714813727521312398995933872859905017445348545,43299857073860341630896210757278560712942513043548276813216619626343364414841,0x092eb9e809c362707a4de41295fbaee6e433d4af5ac1118a0036e2454cf3a788
Will One Battle After Another win Best Costume Design at the 98th Academy Awards?,Yes,No,True,0.039999999999999994,0.011,0.051,1,0.1,0.07,0.08,0.08,50,4.5,0.001,will-one-battle-after-another-win-best-costume-design-at-the-98th-academy-awards,92484228855820473045217510363999236013223279070652724165719952484006628321523,77112221960932473591363259605991377915114872431715138271471208564082023482301,0xc1223d5dddc53d4a97d18833af96e0816e5cc5a806f1c0a744238aa1fc7bbb4d
Will MicroStrategy be margin called in 2025?,Yes,No,False,0.010000000000000002,0.031,0.041,1,0.02,0.04,0.03,0.03,100,3.5,0.001,will-microstrategy-be-margin-called-in-2025,110338668618880016514099843452148015347864192098074649032983580843823168038341,56579665541279059390220667270105098542939842871268781159675574518556524026771,0xdb46432765f4f6e902618d2746b289d4fb4a80c0d0cb9697c2dfda186cd0e0c9
Will Little Amélie or the Character of Rain be nominated for Best Animated Feature at the 98th Academy Awards?,Yes,No,False,0.24999999999999994,0.33,0.58,1,0.5,0.5,0.5,0.5,50,4.5,0.01,will-little-amlie-or-the-character-of-rain-be-nominated-for-best-animated-feature-at-the-98th-academy-awards,19753224377477549200711027851097272160505373109610875491627568752089116663850,73301852169957520484151831484780756996920500883276620859895187676062810809104,0x917e461965bce3dd177b1b848ce656e443e51a6146047b46e5db5be1bfca5e4d
Will Hedda win Best Production Design at the 98th Academy Awards?,Yes,No,True,0.037,0.003,0.04,1,0.24,0.07,0.13,0.16,50,4.5,0.001,will-hedda-win-best-production-design-at-the-98th-academy-awards,4395326985446139416731705786637973320263204954699884770178670225416086458282,87585022375348499388401442388893900743176708640787451905092166315723441019410,0xdfeb85c9ead70f3bd0745bb8fec317a21fda07780453d239a255afaa72a190b0
Will 'Eldest Daughter' be the least streamed song on The Life of a Showgirl on Oct 10th?,Yes,No,True,0.002,0.002,0.004,1,0.23,0.07,0.13,0.15,100,4.5,0.001,will-eldest-daughter-be-the-least-streamed-song-on-the-life-of-a-showgirl-on-oct-10th,59927600152903881334821333813842801466518851308651780024192289216424498810337,108228883607482560045081751444739902165386319200149467243809795840366076089380,0xd98e35f4707ef51599b76d32ae7c545fe72faff93afb632a2a1609969a072c6c
Dan Clancy out as Twitch CEO in 2025?,Yes,No,False,0.04000000000000001,0.1,0.14,1,0.28,0.32,0.3,0.3,50,3.5,0.01,dan-clancy-out-as-twitch-ceo-in-2025,52521422646418218239213208751328222694757717504934616636622590621075679371215,66390163516315956466696118534227657995267232292264828573695652317434995942865,0x08a5f56fdeacd0d3adbc618d12f73927d51a5654fd3883fad95ed863209deda9
Will Hurry Up Tomorrow by The Weeknd be the top Spotify album for 2025?,Yes,No,True,0.004,0.002,0.006,1,0.31,0.07,0.15,0.19,20,4.5,0.001,will-hurry-up-tomorrow-by-the-weeknd-be-the-top-spotify-album-for-2025,1482794537798368968736380361121839029772586304092595843965039354147092604453,106490765097271228614632410902769064954441095026233903681121226149275775162350,0x03d3839eb403fbde216419f55e7a6ed688653813266e67c29f14f9b0e69c76ba
Jacob Elordi announced as next James Bond?,Yes,No,True,0.04,0.054,0.094,1,0.06,0.1,0.08,0.08,50,3.5,0.001,jacob-elordi-announced-as-next-james-bond-216,53695778447324103637087569580285444889959041738544438526713792782477913379777,90341897780328099998376451729070485278722530435626190544578344249705116455406,0x4e7734d08c3a532cf0b9c67cfba476f4910bddedf15c5d613d1ef94d1f15e533
Will US GDP growth in Q3 2025 be less than 1.0%?,Yes,No,True,0.008,0.005,0.013,1,0.19,0.06,0.11,0.12,100,3.5,0.001,will-us-gdp-growth-in-q2-2025-be-less-than-1pt0,79756197084902875974372518156349861528844462636347666563630807780369034250323,32955382118847926332863196773734896943780631222991239752810449118543692280960,0xe19651304fdcf558a7b62dae8b8924b06a067f822e6ffaab5cb354b59652b106
Will the Democrats win the 2028 US Presidential Election?,Yes,No,True,0.010000000000000009,0.54,0.55,1,0.01,0.0,0.0,0.0,200,3.5,0.01,will-the-democrats-win-the-2028-us-presidential-election,49084048476353771153083262278964615095037480324537117350127265918750912547378,1376044590327709616459174469529480611299625159235587466149878628404281805565,0xb106a3c9d1c59ed8117493dae6459a3ff79369a8f7cddaf62f4a05828b89195e
Will Sentimental Value win Best Picture at the 98th Academy Awards?,Yes,No,True,0.011,0.016,0.027,1,0.09,0.05,0.07,0.07,50,4.5,0.001,will-sentimental-value-win-best-picture-at-the-98th-academy-awards,103339433306132630766710426332122099286931745435609856808611744116246970634275,103445653913688204590429827609754970098059947043034813689371477999077756154403,0x9ec16fa75bc05ef9f9fd786f7122bdec55e708586cee5cbe059fc1b297bead17
Will Mona Fastvold be nominated for Best Director at the 98th Academy Awards?,Yes,No,False,0.06000000000000001,0.08,0.14,1,0.38,0.39,0.38,0.38,50,4.5,0.01,will-mona-fastvold-be-nominated-for-best-director-at-the-98th-academy-awards,23754318824899280786222063957535731385253412462524838844310195358255114760133,54087150509806034029906360241214979034457754081647367759399385898945143602731,0xcf254e8c6bdfa35d590ed2cf543799114c16609aa6bd9314c00bfe48e18f15e9
Will Green Day perform during the Super Bowl LX halftime show?,Yes,No,False,0.038000000000000006,0.012,0.05,1,0.09,0.07,0.08,0.08,50,4.5,0.001,will-green-day-perform-during-the-super-bowl-lx-halftime-show,62927495057046760043714549966194704902484917862887786561532562754995364927120,100496556985103543795682876381197748784704147513760117390855562120984906276261,0x4c80fdfe398d1f95c171891ddc0b7ec794fad672774e81dd3c1d55fce4126112
Will Zoe Cadore win TX-18 Special Election?,Yes,No,True,0.016,0.004,0.02,1,0.21,0.06,0.11,0.14,20,3.5,0.001,will-zoe-cadore-win-tx-18-special-election,58774000393772939710042649333238534596114478551533621394728911668924966377490,81373387247368014067387380946024776172688699957589548101907587758151587319710,0xb18aaa3f7d6f54fb0503394c8a4693a9ed8415ad3091f32459a5469ef384aba6
Will Trump nominate Scott Bessent as the next Fed chair?,Yes,No,True,0.0049999999999999975,0.025,0.03,1,0.05,0.05,0.05,0.05,20,3.5,0.001,will-trump-nominate-scott-bessent-as-the-next-fed-chair,107497259924014101120833054359244209179064033764980103636954562467069199808803,8838690940631108527048181272855936786008275308935355455406740809777377823660,0xdb1ae961e30733e7857ebb425b5f6449fa8032de13f32c1c6e447a0c3801ca04
Will 'Elizabeth Taylor' be the lowest ranked song from Taylor Swift’s new album on the Billboard Hot 100 for the week of October 18?,Yes,No,True,0.025,0.003,0.028,1,0.25,0.06,0.12,0.16,20,4.5,0.001,will-elizabeth-taylor-be-the-lowest-ranked-song-from-taylor-swifts-new-album-on-the-billboard-hot-100-for-the-week-of-october-18,83758860053500210023791383537729309196695249859137391014411177226423176708018,10731605146230838731716993441095260792851951019578635631712755978573806909214,0xd957006547ffcfbea6561405df8a452b60be5d210c5a4f10c1a71342a68fe6fe
Will 10 Fed rate cuts happen in 2026?,Yes,No,True,0.009999999999999998,0.02,0.03,1,0.05,0.05,0.05,0.05,100,4.5,0.001,will-10-fed-rate-cuts-happen-in-2026,101699865858660601590309838387762714166224752219273014726406345404403204943713,66183284712764802657795502795552404612971669672765842666767416251669427449952,0x757c144993b3cb831e04c42bfcff8c18864c7da4f4688a5939d2f62e031cbc87
"Will Elon Musk post 480-499 tweets from September 30 to October 7, 2025?",Yes,No,True,0.001,0.0,0.001,1,0.0,0.16,0.0,0.08,50,3.5,0.001,elon-musk-of-tweets-september-30-october-7-480-499,30940190960553062665874093680884705203298454237231644011462865680484087159670,103286428665607330812771820209283216227343914132281573186381421016403099148752,0x6b6fae1468d85421cc8c3b6420f9773f3df33d5915a3e6c939d76e0e3a0e7ae1
Will Nikita Bier be the next CEO of X?,Yes,No,True,0.05,0.03,0.08,1,0.33,0.38,0.35,0.36,50,3.5,0.01,will-nikita-bier-be-the-next-ceo-of-x,113988333949855378148975986256079965635866925886873857693098156709204908179276,13438568851857751035318087543126351311756586577198403354382467870850631832040,0x6b1e2dd8a67a4adf17b3e3dfa5de7bea6d36b850a4d0cd422e3d9198320216fb
U.S. enacts AI safety bill in 2025?,Yes,No,False,0.166,0.034,0.2,1,0.0,0.0,0.0,0.0,50,3.5,0.001,us-enacts-ai-safety-bill-in-2025,71074333961590574246642352319423351715185069089132035478397975998231234565612,115388555308200047625966675300567138586238145764383217911979940054234310968922,0x0538834fe16e0e505f5425a735c8295de9cb9f2e27115d549e66e41a4a7d48ba
Will a province schedule a referendum to leave Canada in 2025?,Yes,No,False,0.020000000000000004,0.06,0.08,1,0.22,0.26,0.24,0.24,100,3.5,0.01,will-a-province-schedule-a-referendum-to-leave-canada-in-2025,39328140960397157916539584172194744124781971628914133354009562571752481344308,25717195448609085280838958701039508959714371116213715087227330040414806198017,0xf6739ce609d63ceb9521bf17ecea3ab8b14d3355c0981f01abeee2df68062982
Will inflation reach more than 5% in 2025?,Yes,No,False,0.030000000000000006,0.04,0.07,1,0.18,0.11,0.14,0.14,50,3.5,0.01,will-inflation-reach-more-than-5-in-2025,55879481705405105571635091725347667665608316434161766899870704948905225879746,43870363051463523398054429860123810939164271619633795100222721756593629184433,0x2beb6918bff42cd269377fffeb7d458c1e18a06efa56097de608397dd8d640b4
Will Adam Sandler be nominated for Best Supporting Actor at the 98th Academy Awards?,Yes,No,False,0.030000000000000027,0.51,0.54,1,0.25,0.22,0.23,0.24,100,4.5,0.01,will-adam-sandler-be-nominated-for-best-supporting-actor-at-the-98th-academy-awards,66798947502955057018675232226813833342419728028280587637631649526290269542515,55232573152290628608597793176937541002207221535726193170042948523765565994825,0x02d03a859b9d64c7cbbc2a2c3172898bb89b379dba10d54d74ee2c1d5036a71b
Will Adam Sandler win Best Supporting Actor at the 98th Academy Awards?,Yes,No,True,0.007000000000000001,0.013,0.02,1,0.11,0.05,0.07,0.08,50,4.5,0.001,will-adam-sandler-win-best-supporting-actor-at-the-98th-academy-awards,114994524907948217502102870551561266785781331554792381121109855094021332398618,69750808734101712900778313879964662664639226546105629761895385804479176549617,0xba6ca85827ba3fbf64fc67e3c14283dd0ea82a1ce780609a7c4f6bf469748757
Will Trump’s approval rating be <42.5% on October 10?,Yes,No,True,0.0050000000000000044,0.03,0.035,1,0.03,0.05,0.04,0.04,50,4.5,0.001,will-trumps-approval-rating-be-42pt5-on-october-10,4861423863805424779351699110311739948191084142576654147770916698249938335241,19818470630126788263880035717736045636345262227587051941862743945367334856978,0xadef30ea084bf59b62be1fe8de3b6baaa6360c3984b11908267b7381d0717110
Will 'Ruin The Friendship' be the highest ranked song from Taylor Swift’s new album on the Billboard Hot 100 for the week of October 18?,Yes,No,True,0.001,0.001,0.002,1,0.44,0.07,0.18,0.26,20,4.5,0.001,will-ruin-the-friendship-be-the-highest-ranked-song-from-taylor-swifts-new-album-on-the-billboard-hot-100-for-the-week-of-october-18,107737285969949840660614677357417982638413324138478561323002133297430308652515,66262833377464850652730340420402896800937639552790124913506059080817409969096,0x8eb1f0cca222dc2bca3232ef0f2387026756291ae86de3626ec4be2780c90754
Will Gracie Abrams perform during the Super Bowl LX halftime show?,Yes,No,False,0.03,0.03,0.06,1,0.23,0.31,0.27,0.27,50,4.5,0.01,will-gracie-abrams-perform-during-the-super-bowl-lx-halftime-show,73410403368934227880257085884043215476205708152138618996482490631027789869729,20739058035319671973823567627014530753349505575819661573489652045637542178919,0x124e34de4c0dcc3d707756fea38b2c1e47e6095e6835741b34df23a14cdeb25d
Will Jodie Comer be nominated for Best Actress at the 98th Academy Awards?,Yes,No,False,0.04,0.04,0.08,1,0.27,0.29,0.28,0.28,50,4.5,0.01,will-jodie-comer-be-nominated-for-best-actress-at-the-98th-academy-awards,91517624680853434903718567381619412141330977519977877301931076884740845223985,105222579484619328520032413164672429866180844990707895647599164336015720199147,0x7daf559ba2c47b9e870c60e3ff8f555598cf3916194cb29d44608e15caf767df
Will Ed Sheeran perform during the Super Bowl LX halftime show?,Yes,No,False,0.025,0.017,0.042,1,0.07,0.08,0.07,0.08,50,4.5,0.001,will-ed-sheeran-perform-during-the-super-bowl-lx-halftime-show,81337049683330771194764424566446212523931425745469978430534631988145468097575,50611591080516280820127164765102396620169992246497326693142303949436756822908,0x3ddf3c3d3c44130aa7cc17ad34347574c8802469c1881462aa0fea68a2f5b8ec
Will Lucy Liu be nominated for Best Actress at the 98th Academy Awards?,Yes,No,False,0.03,0.05,0.08,1,0.24,0.27,0.25,0.26,50,4.5,0.01,will-lucy-liu-be-nominated-for-best-actress-at-the-98th-academy-awards,99974270043547011107454239952093731612797379491522360552640541571583090451655,61345312974433221551511846726483347524335295257219191670257054365386811361577,0xf9e387c909527619f548be20a57d7e9e63f75aa490d4f39b2f756c100cd38733
Mike Johnson out as Speaker in 2025?,Yes,No,False,0.012999999999999998,0.035,0.048,1,0.03,0.05,0.04,0.04,100,3.5,0.001,mike-johnson-out-as-speaker-in-2025,22044237409105221636413433388486939192566265748724879342425449645290826575226,31447096058423995793999681020101652299482077992431382315957978631568557785867,0x0bfba180a1eb8fe425e3db8cb72d2d6ea20af92baaf59f6f549d6d86eee01562
Luigi Mangione mistrial?,Yes,No,False,0.028999999999999998,0.121,0.15,1,0.05,0.05,0.05,0.05,50,3.5,0.001,luigi-mangione-mistrial,86984257444758346121099479610347734010211200681795839522802268084402363028159,25205207208527226871835754571565814811148453607466599330296886445946535979003,0xd20df0cdce4a05e3da9f94850356e8e1029cbac4c3062a8439f5f7ea153f0305
Will Trump pardon Bob Menendez in 2025?,Yes,No,False,0.002999999999999999,0.019,0.022,1,0.08,0.05,0.06,0.06,100,3.5,0.001,will-trump-pardon-bob-menendez-in-2025-383,62079655379217312278189913861800052610298643824299939493773105915161523839932,31380407750960665120431875928629874994716590324037299866333497371994595717364,0x6bd8af210ece5fda9b30016d7880195cdb4a1dc6b23c7675b24806d3b5bb196d
Will Vlad Gheorghe be the next Mayor of Bucharest?,Yes,No,True,0.008,0.055,0.063,1,0.03,0.05,0.04,0.04,200,3.5,0.001,will-vlad-gheorghe-be-the-next-mayor-of-bucharest,31800023188494865986302723246905853580298660058488310562684893963744497486455,67977502252927398294448904661404945165868516098931130897972281099372183800156,0x6c8a58fbff19479adec1e3f4111bb5622398e5b5ef3cf0c611a41cc234c6f8ad
BOA launches a USD stablecoin in 2025?,Yes,No,False,0.04000000000000001,0.09,0.13,1,0.29,0.32,0.3,0.3,20,3.5,0.01,boa-launches-a-usd-stablecoin-in-2025,109231285621108942703688669443917255710098072670814774945447180606487563965714,26825430595200152922510450666946474094357305940611217976807363096813885225897,0x6833d609cdb923746ee1aec6dc4bd6ee8ae702436782008d5f96c6e0cc4d0a52
Will two people dissent the October Fed decision?,Yes,No,True,0.020000000000000018,0.15,0.17,1,0.25,0.23,0.24,0.24,50,4.5,0.01,will-two-people-dissent-the-october-fed-decision,22155824552098361639807004315204865058207138760549878020282707508119857880881,87561108421695582816817215202777224071027696271033027655627320048482312127231,0xd8347fdfd47e2298171cf432bcfb491a711a16e0ff8da245a89f34871836941d
Will 'Elizabeth Taylor' be the highest ranked song from Taylor Swift’s new album on the Billboard Hot 100 for the week of October 18?,Yes,No,True,0.001,0.002,0.003,1,0.32,0.07,0.15,0.2,20,4.5,0.001,will-elizabeth-taylor-be-the-highest-ranked-song-from-taylor-swifts-new-album-on-the-billboard-hot-100-for-the-week-of-october-18,9007493048955359257093978246684546960630964393572495633354903641097047712286,25558275741583982013526209852591280613563493136747087383305933353501368564661,0xa9645bbf2a8e5e4d8fb699eab634c76e975ba14ea3d6fc40b4a674e3bd136945
Will Billie Eilish perform during the Super Bowl LX halftime show?,Yes,No,False,0.03,0.016,0.046,1,0.07,0.07,0.07,0.07,20,4.5,0.001,will-billie-eilish-perform-during-the-super-bowl-lx-halftime-show-375,37856224147203096600836396525317363341181757094777192054039330924459119293603,83073264081720025943853171716423260702269543828145757419702451628821177191860,0x32f74ec11863074832cc396e216ced7c7f488d4c935b1e92f63f80ba1b69ffeb
Will 'Wi$h Li$t' be the highest ranked song from Taylor Swift’s new album on the Billboard Hot 100 for the week of October 18?,Yes,No,True,0.008,0.003,0.011,1,0.25,0.06,0.12,0.16,20,4.5,0.001,will-wih-lit-be-the-highest-ranked-song-from-taylor-swifts-new-album-on-the-billboard-hot-100-for-the-week-of-october-18,29375057306091191595585125542066106450735716604722170718733778910424846441322,36923415980234504953786548992853943029468844050598091551005018233141978867761,0xc9013d14ca1569d46ed7c140cf63856a705b81d28849b12ca154990d3487bbef
Gavin Newsom out as California Governor in 2025?,Yes,No,False,0.009000000000000001,0.023,0.032,1,0.05,0.05,0.05,0.05,50,3.5,0.001,gavin-newsom-out-as-california-governor-in-2025,68630329440101121608801133365844068219055362231215450554116036561903219379141,44111649897238834819684796754161461019510967038003026237687723253186569739649,0xc798fb82e89b618fb35e32f3c23933b0b69ee7a3e917e6d05e5052127ef72a6d
Congress authorizes military force against Iran in 2025?,Yes,No,False,0.03,0.03,0.06,1,0.21,0.28,0.24,0.24,100,3.5,0.01,congress-authorizes-military-force-against-iran-in-2025,82106003850680510354611090287605085527680674243516386620499071777725668640223,50951149694772470135874522640285614442356311358606514989987320160593328267939,0xe52bfc2a5c88330912fad6d8db757af79bfd2a17420bb827711133fecd451b8f
Cluely CEO Roy Lee in jail in 2025,Yes,No,False,0.020000000000000004,0.08,0.1,1,0.21,0.26,0.23,0.24,50,3.5,0.01,cluely-ceo-roy-lee-in-jail-in-2025,75647637597431253076623573405153443338463610108277727442593308098200581659754,89925822603471537097941163379135650618204020028174913474783221513178121097355,0x438d1a1f1ab539cd1db3ec67c66f2207fa8e45ec79a696da79ce94cc679804db
Will 'Father Figure' be the highest ranked song from Taylor Swift’s new album on the Billboard Hot 100 for the week of October 18?,Yes,No,True,0.009000000000000001,0.003,0.012,1,0.25,0.06,0.12,0.16,20,4.5,0.001,will-father-figure-be-the-highest-ranked-song-from-taylor-swifts-new-album-on-the-billboard-hot-100-for-the-week-of-october-18,23558518116968840087574429574914590284578127999481416450362342979232441654370,7040946997471209355876235688760460781848427232138323685596707100467511289438,0xee5ced887abcecf18540ef6d820ec8deb090e92ebfccad0148ad4825debf192b
Fed rate hike in 2025?,Yes,No,False,0.004,0.024,0.028,1,0.05,0.02,0.03,0.04,100,3.5,0.001,fed-rate-hike-in-2025,60487116984468020978247225474488676749601001829886755968952521846780452448915,81104637750588840860328515305303028259865221573278091453716127842023614249200,0x4319532e181605cb15b1bd677759a3bc7f7394b2fdf145195b700eeaedfd5221
Will Noah Baumbach be nominated for Best Director at the 98th Academy Awards?,Yes,No,False,0.04000000000000001,0.1,0.14,1,0.28,0.3,0.29,0.29,50,4.5,0.01,will-noah-baumbach-be-nominated-for-best-director-at-the-98th-academy-awards,102247958407288776202970328265528434514697791535348596337246304452270804912886,93027010556408821026707065850510573316448817984337740546290260124448940460665,0xf62bfe8d3bfbe6e1ebc6a42a27e15de36b29e2b78a99922ab3d805fc6cafcf1e
Will Meta have a #1 AI model this year?,Yes,No,False,0.03,0.06,0.09,1,0.25,0.29,0.27,0.27,20,3.5,0.01,will-meta-have-a-1-ai-model-this-year,96471843439106924780055853409387203754177307249913905966137302066820457391614,24159466617602153414482542099022023724683734409323680392913052074372466425018,0x619b39c85b6019914dbbaf805d54a83b5855ab80b94f6ceb51db17d942d39dfe
Will Tessa Thompson win Best Actress at the 98th Academy Awards?,Yes,No,True,0.003999999999999999,0.007,0.011,1,0.14,0.06,0.09,0.1,50,4.5,0.001,will-tessa-thompson-win-best-actress-at-the-98th-academy-awards,111986484154329823888162055430473912570686854985139604610581888622161993955070,50749659132171577576261499918297401659423712373725945774362985226209910477127,0x169653560c9a1471344222a942561712fcdf26ac51acd9a32c60210f2523248e
Will Anthropic’s market cap be between $400B and $600B at market close on IPO day?,Yes,No,True,0.019999999999999997,0.01,0.03,1,0.14,0.06,0.09,0.1,50,4.5,0.001,will-anthropics-market-cap-be-between-400b-and-600b-at-market-close-on-ipo-day,8363164561761349035857552741360916035907813451650923438568657749594524277933,98435203099397333366478645490207244409089950776570596041709359306909815985953,0xdb9d3c46ca316a14d585c1657fb22a76ef24f67d7cd57ed9ecdfe7c419031189
Will Donald Trump issue 5 or more executive orders in the week of October 10?,Yes,No,True,0.04000000000000001,0.03,0.07,1,0.27,0.33,0.3,0.3,100,4.5,0.01,will-donald-trump-issue-5-or-more-executive-orders-in-the-week-of-october-10-931,15640890974835980025624696440876533717958893309847004282280896091707136295392,43446907936416405557802605433956040883456435617449492146271388524292490455176,0x47a487bcb37fa9a7e3cff94403b770af98ec6c3c9f9c2e3b1aac405fa83f52f7
Trump impeached by end of 2026?,Yes,No,False,0.009999999999999995,0.1,0.11,1,0.14,0.14,0.14,0.14,100,3.5,0.01,will-trump-be-impeached-by-december-31-2026,22094182676612877581056034720566110371610082057092726094559729674155018648896,78473141615408645278260621827323903204731180016962666262959632385172645644801,0x4c8ceef9b9c0a27b6b4efa7c398ece4a5eeda76502f722de398c232abefe2ede
Will Akira Emoto win Best Supporting Actor at the 98th Academy Awards?,Yes,No,True,0.002,0.008,0.01,1,0.13,0.06,0.09,0.1,50,4.5,0.001,will-akira-emoto-win-best-supporting-actor-at-the-98th-academy-awards,106682513011693654168574068235599429222459495930776539843829104519156662457431,63776608043352450831058678013883525618319473725186425955870765968388929425794,0x2f3d609805b24c7e96e6081142badf96d29c16255301b6090fe1557c2c3facfd
Will Jennifer Lawrence win Best Actress at the 98th Academy Awards?,Yes,No,True,0.016,0.005,0.021,1,0.16,0.05,0.09,0.11,50,4.5,0.001,will-jennifer-lawrence-win-best-actress-at-the-98th-academy-awards,11569702837670130643727834658002412566589792880740393915605305877706675664418,96803517054727250227401499983830982323039136672300001377870677373810826334823,0x2348b28de5ee252fa931990b3e219a10b0c434e998532d368e9bc8fa9dcea046
Will Mussab Ali win the 2025 Jersey City mayoral election?,Yes,No,True,0.133,0.131,0.264,1,0.0,0.0,0.0,0.0,20,3.5,0.001,will-mussab-ali-win-the-2025-jersey-city-mayoral-election,628608069372063512282076534745837421226541014489163427587185222316469284423,106108878347643311947401761046906912942858595997639267708560722267078614181819,0xf785ceb7ccbe48b531d56fffceb196875a7ca4f9a2b1fba75eed068d71a9887d
Will 'Wood' be the highest ranked song from Taylor Swift’s new album on the Billboard Hot 100 for the week of October 18?,Yes,No,True,0.001,0.001,0.002,1,0.45,0.07,0.18,0.26,20,4.5,0.001,will-wood-be-the-highest-ranked-song-from-taylor-swifts-new-album-on-the-billboard-hot-100-for-the-week-of-october-18,102890979001622042289945781227727238558032162726877495475924271730799989821985,66412742395612057984177049458565654248674560435433025890881977336766438604249,0xfad2055a7d8442c67f9b0a642c68598376e78a49cc44d4e568fd8af5bfe40590
Will Akira Emoto be nominated for Best Supporting Actor at the 98th Academy Awards?,Yes,No,False,0.07,0.13,0.2,1,0.44,0.44,0.44,0.44,100,4.5,0.01,will-akira-emoto-be-nominated-for-best-supporting-actor-at-the-98th-academy-awards,96616902570043756060270609162754919514257932541537926774315544571109581831417,110422171705208191520796035487243787947300331702019730940754305230930812971304,0xaeee2f878b6b6bc998485744624789f246716c2391477667c416a2b67a4895dc
US tariff revenue up in Q3 2025?,Yes,No,False,0.013000000000000012,0.982,0.995,1,0.01,0.05,0.02,0.03,100,3.5,0.001,us-tariff-revenue-up-in-q3-2025,56217843261279310202369345153258798179617386189949011036575093360920502690251,85159793531027809790606466082235327781630919384402900006457537298520297292337,0x099d24a570616fd8b02752f85b080ecd4f741aa89e2fe2d8cf5ff11c0aa03cbf
"""The Witcher: Season 4"" Rotten Tomatoes score is between 60 and 74?",Yes,No,True,0.04999999999999999,0.42,0.47,1,0.31,0.33,0.32,0.32,50,4.5,0.01,the-witcher-season-4-rotten-tomatoes-score-is-between-60-and-74,69484751022370520198200194259255094949443355872043864854362132460029430815892,54643134858693690030397596870128666527329009905612562858888509568904690291419,0x96dab3df931e9bea24dece049bf5632392fb83a185686c42a07e4a28191c6594
Will Apple be the largest company in the world by market cap on December 31?,Yes,No,True,0.00399999999999999,0.068,0.072,1,0.03,0.05,0.04,0.04,50,3.5,0.001,will-apple-be-the-largest-company-in-the-world-by-market-cap-on-december-31-2025,64608332692655386624219169603174714750740291631647562666654835455208498486268,111095287708850368473970563529499622074027245567277743974315214509863867378027,0x2bcafeaa34b577a82baf2137057b3f9f02f4d50ee3bc6908c0a5899a3260e50a
Will It Was Just an Accident win Best Original Screenplay at the 98th Academy Awards?,Yes,No,True,0.038000000000000006,0.027,0.065,1,0.05,0.08,0.06,0.06,50,4.5,0.001,will-it-was-just-an-accident-win-best-original-screenplay-at-the-98th-academy-awards,48886254663223259124430396955551561553247854577209800499009516770194639100991,103574344114538131809702274595206119759327709452002169550311053168957024100459,0x0c5656d8c15e2f66326f516b7feefff015b1dd7aefba492c6678a230d65c1637
Gaza or Ukraine ceasefire first?,Gaza,Ukraine,False,0.05999999999999994,0.81,0.87,1,0.39,0.37,0.38,0.38,100,3.5,0.01,israel-x-hamas-or-russia-x-ukraine-ceasefire-first,5543934183499002562721424937068358029596516091655960198536933565237933115260,80705627941869976837782615101358851405101657935075522322985051393436768974265,0xf1c2988f77b26eaf843db40f9c89c1a1f8e62007d490ee4733f3906e6cef93c5
Will the US officially declare war on Iran in 2025?,Yes,No,False,0.0029999999999999957,0.035,0.038,1,0.02,0.02,0.02,0.02,200,3.5,0.001,will-the-us-officially-declare-war-on-iran-in-2025,100476445968382873345661333079051733700051577554236066703592775417109438047815,110792135383553509139300839772665963303799632302228591764061159238017574414078,0x28709e4118598183c365037c26213dbb002999a26b5614429a1b81c4524972c4
Will Leonardo DiCaprio be nominated for Best Actor at the 98th Academy Awards?,Yes,No,False,0.030000000000000027,0.85,0.88,1,0.18,0.06,0.1,0.12,100,4.5,0.01,will-leonardo-dicaprio-be-nominated-for-best-actor-at-the-98th-academy-awards,55323319072836239678055092954530904583049412408714157237356502873196813663798,3612933053397595822812012066302872646997538418415592218383830316789426799117,0xdfd30aa4af8738265fa07d70718d1f6651833c9d6016eaf2df527070066d728c
Will the Court Force Trump to Refund Tariffs?,Yes,No,False,0.009999999999999995,0.07,0.08,1,0.17,0.27,0.21,0.22,100,3.5,0.01,will-the-court-force-trump-to-refund-tariffs,77726864535396618407006877233334286031273865502926927621678850400636835187639,48296728127248138837616855739644410108007575081100734082095337125662543495872,0xe902490cd6a4cd44046c7a1f8bf39352d906a92bdf2e92206b8e8cdc649ac8d0
Harry & Meghan divorce in 2025?,Yes,No,False,0.009999999999999995,0.05,0.06,1,0.09,0.26,0.15,0.18,50,3.5,0.01,harry-meghan-divorce-in-2025,115110300459694805744035858549696192321864942474801224215254976811205215560373,87236061373466880263911291137738710085849251001118012815639982337157921001099,0x222089eb812cba145be42b545f6dfc9ba13743326a1c48720514114f8553610d
